,id,breed,price,color,age,zip,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills,gender,inches,lnprice
2686,1986497,Thoroughbred,3000,Bay,3.8876712328767122,21154,11,False,True,False,,,True,,Mare,63.0,8.00636756765
2687,1979156,Thoroughbred,6000,Black Bay,3.8876712328767122,8535,5,False,False,False,,,True,,Gelding,66.0,8.69951474821
2688,2000009,Dutch Warmblood,20000,Bay,8.054794520547945,14534,4,False,False,False,,,False,Dressage,Gelding,63.0,9.90348755254
2689,1999999,Thoroughbred,4000,Bay,7.052054794520548,46077,6,False,True,,,,True,,Mare,64.0,8.2940496401
2690,1999987,Thoroughbred,2500,Bay,8.893150684931507,95519,6,False,False,False,,,True,,Mare,62.0,7.82404601086
2691,1998455,Holsteiner,15500,Bay,10.726027397260275,80524,5,False,False,False,,,True,Dressage,Mare,64.0,9.64859530291
2692,1997118,Hanoverian,40000,Bay,11.808219178082192,80504,6,False,False,False,,,True,,Gelding,69.0,10.5966347331
2693,1999775,Draft Horse,2300,Bay,8.054794520547945,68061,3,False,False,False,,,False,,Mare,62.0,7.74066440192
2694,1999780,Rheinland Pfalz Saar,4500,Bay,5.052054794520548,28792,3,False,True,,,,True,,Mare,61.0,8.41183267576
2695,1998046,Thoroughbred,15000,Bay,10.893150684931507,49740,3,False,True,,,,True,,Gelding,67.0,9.61580548008
2696,1999742,Oldenburg,45000,Bay,4.052054794520548,20115,11,False,False,False,,,True,Dressage (Shown/Competed/Performed),Gelding,70.0,10.7144177688
2697,1982671,Spanish Mustang,3000,Black Bay,13.561643835616438,19380,5,False,False,False,,,True,,Gelding,59.0,8.00636756765
2698,1993311,Andalusian,7500,Grey,15.057534246575342,78015,5,False,True,False,,,True,Dressage (In Training/Has Training),Gelding,63.0,8.92265829952
2699,1934540,Thoroughbred,30000,Bay,11.808219178082192,97013,4,False,True,False,,,False,,Gelding,64.0,10.3089526606
2700,1999480,Oldenburg,20000,Bay,5.638356164383562,13905,3,False,True,,,,True,,Mare,65.0,9.90348755254
2701,1999942,Trakehner,9000,Bay,11.054794520547945,0,11,False,False,False,,,True,,Mare,63.0,9.10497985632
2702,1999939,AQHA Quarter Horse,450,Sorrel,0.8027397260273973,76624,4,False,False,False,,,False,,Stallion,,6.10924758276
